 gdp_for_year ($) ,HDI for year,age,country,country-year,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"18,327,764,882",0.674,35-54 years,Ecuador,Ecuador2000,1650.0,Boomers,1261528.0,female,1.82,23.0,2000
"18,327,764,882",0.674,55-74 years,Ecuador,Ecuador2000,1650.0,Silent,531381.0,female,1.69,9.0,2000
"18,327,764,882",0.674,5-14 years,Ecuador,Ecuador2000,1650.0,Millenials,1458807.0,male,1.1,16.0,2000
"18,327,764,882",0.674,5-14 years,Ecuador,Ecuador2000,1650.0,Millenials,1408985.0,female,0.85,12.0,2000
"18,327,764,882",0.674,75+ years,Ecuador,Ecuador2000,1650.0,G.I. Generation,134087.0,female,0.75,1.0,2000
"24,468,324,000",,75+ years,Ecuador,Ecuador2001,2160.0,Silent,114564.0,male,13.09,15.0,2001
"24,468,324,000",,15-24 years,Ecuador,Ecuador2001,2160.0,Millenials,1259528.0,male,10.32,130.0,2001
"24,468,324,000",,25-34 years,Ecuador,Ecuador2001,2160.0,Generation X,1026201.0,male,9.84,101.0,2001
"24,468,324,000",,35-54 years,Ecuador,Ecuador2001,2160.0,Boomers,1281560.0,male,7.72,99.0,2001
"24,468,324,000",,55-74 years,Ecuador,Ecuador2001,2160.0,Silent,510933.0,male,7.63,39.0,2001
"24,468,324,000",,15-24 years,Ecuador,Ecuador2001,2160.0,Millenials,1229361.0,female,7.0,86.0,2001
"24,468,324,000",,25-34 years,Ecuador,Ecuador2001,2160.0,Generation X,1021003.0,female,3.72,38.0,2001
"24,468,324,000",,35-54 years,Ecuador,Ecuador2001,2160.0,Boomers,1303530.0,female,2.45,32.0,2001
"24,468,324,000",,55-74 years,Ecuador,Ecuador2001,2160.0,Silent,547445.0,female,1.83,10.0,2001
"24,468,324,000",,75+ years,Ecuador,Ecuador2001,2160.0,Silent,140505.0,female,1.42,2.0,2001
"24,468,324,000",,5-14 years,Ecuador,Ecuador2001,2160.0,Millenials,1421482.0,female,1.2,17.0,2001
"24,468,324,000",,5-14 years,Ecuador,Ecuador2001,2160.0,Millenials,1472216.0,male,1.02,15.0,2001
"28,548,945,000",,15-24 years,Ecuador,Ecuador2002,2472.0,Millenials,1279199.0,male,10.32,132.0,2002
"28,548,945,000",,75+ years,Ecuador,Ecuador2002,2472.0,Silent,119896.0,male,10.01,12.0,2002
"28,548,945,000",,25-34 years,Ecuador,Ecuador2002,2472.0,Generation X,1041783.0,male,8.54,89.0,2002
"28,548,945,000",,35-54 years,Ecuador,Ecuador2002,2472.0,Boomers,1323268.0,male,8.24,109.0,2002
"28,548,945,000",,55-74 years,Ecuador,Ecuador2002,2472.0,Silent,525419.0,male,7.42,39.0,2002
"28,548,945,000",,15-24 years,Ecuador,Ecuador2002,2472.0,Millenials,1248096.0,female,7.29,91.0,2002
"28,548,945,000",,25-34 years,Ecuador,Ecuador2002,2472.0,Generation X,1036659.0,female,2.99,31.0,2002
"28,548,945,000",,35-54 years,Ecuador,Ecuador2002,2472.0,Boomers,1347026.0,female,2.0,27.0,2002
"28,548,945,000",,5-14 years,Ecuador,Ecuador2002,2472.0,Millenials,1432629.0,female,1.61,23.0,2002
"28,548,945,000",,55-74 years,Ecuador,Ecuador2002,2472.0,Silent,563516.0,female,1.24,7.0,2002
"28,548,945,000",,5-14 years,Ecuador,Ecuador2002,2472.0,Millenials,1484308.0,male,1.08,16.0,2002
"28,548,945,000",,75+ years,Ecuador,Ecuador2002,2472.0,Silent,146971.0,female,0.68,1.0,2002
"32,432,858,000",,35-54 years,Ecuador,Ecuador2003,2755.0,Boomers,1365415.0,male,10.84,148.0,2003
"32,432,858,000",,15-24 years,Ecuador,Ecuador2003,2755.0,Millenials,1300272.0,male,10.61,138.0,2003
"32,432,858,000",,15-24 years,Ecuador,Ecuador2003,2755.0,Millenials,1267956.0,female,9.46,120.0,2003
"32,432,858,000",,25-34 years,Ecuador,Ecuador2003,2755.0,Generation X,1056829.0,male,9.08,96.0,2003
"32,432,858,000",,55-74 years,Ecuador,Ecuador2003,2755.0,Silent,540808.0,male,9.06,49.0,2003
"32,432,858,000",,75+ years,Ecuador,Ecuador2003,2755.0,Silent,125204.0,male,8.79,11.0,2003
"32,432,858,000",,25-34 years,Ecuador,Ecuador2003,2755.0,Generation X,1051741.0,female,4.47,47.0,2003
"32,432,858,000",,75+ years,Ecuador,Ecuador2003,2755.0,Silent,153579.0,female,3.26,5.0,2003
"32,432,858,000",,35-54 years,Ecuador,Ecuador2003,2755.0,Boomers,1390993.0,female,1.65,23.0,2003
"32,432,858,000",,5-14 years,Ecuador,Ecuador2003,2755.0,Millenials,1442546.0,female,1.39,20.0,2003
"32,432,858,000",,55-74 years,Ecuador,Ecuador2003,2755.0,Silent,580521.0,female,1.21,7.0,2003
"32,432,858,000",,5-14 years,Ecuador,Ecuador2003,2755.0,Millenials,1495138.0,male,0.74,11.0,2003
"36,591,661,000",,75+ years,Ecuador,Ecuador2004,3051.0,Silent,130553.0,male,13.02,17.0,2004
"36,591,661,000",,25-34 years,Ecuador,Ecuador2004,3051.0,Generation X,1071828.0,male,12.78,137.0,2004
"36,591,661,000",,15-24 years,Ecuador,Ecuador2004,3051.0,Millenials,1321925.0,male,12.48,165.0,2004
"36,591,661,000",,55-74 years,Ecuador,Ecuador2004,3051.0,Silent,558388.0,male,12.18,68.0,2004
"36,591,661,000",,15-24 years,Ecuador,Ecuador2004,3051.0,Millenials,1288166.0,female,9.86,127.0,2004
"36,591,661,000",,35-54 years,Ecuador,Ecuador2004,3051.0,Boomers,1406412.0,male,9.81,138.0,2004
"36,591,661,000",,25-34 years,Ecuador,Ecuador2004,3051.0,Generation X,1066713.0,female,3.37,36.0,2004
"36,591,661,000",,75+ years,Ecuador,Ecuador2004,3051.0,Silent,160427.0,female,3.12,5.0,2004
"36,591,661,000",,5-14 years,Ecuador,Ecuador2004,3051.0,Millenials,1451359.0,female,2.07,30.0,2004
"36,591,661,000",,5-14 years,Ecuador,Ecuador2004,3051.0,Millenials,1504779.0,male,1.99,30.0,2004
"36,591,661,000",,35-54 years,Ecuador,Ecuador2004,3051.0,Boomers,1433784.0,female,1.88,27.0,2004
"36,591,661,000",,55-74 years,Ecuador,Ecuador2004,3051.0,Silent,599819.0,female,1.83,11.0,2004
"41,507,085,000",0.698,75+ years,Ecuador,Ecuador2005,3397.0,Silent,136021.0,male,16.91,23.0,2005
"41,507,085,000",0.698,15-24 years,Ecuador,Ecuador2005,3397.0,Millenials,1343527.0,male,15.33,206.0,2005
"41,507,085,000",0.698,25-34 years,Ecuador,Ecuador2005,3397.0,Generation X,1087218.0,male,13.8,150.0,2005
"41,507,085,000",0.698,35-54 years,Ecuador,Ecuador2005,3397.0,Boomers,1445306.0,male,13.63,197.0,2005
"41,507,085,000",0.698,55-74 years,Ecuador,Ecuador2005,3397.0,Silent,578971.0,male,12.61,73.0,2005
"41,507,085,000",0.698,15-24 years,Ecuador,Ecuador2005,3397.0,Millenials,1308175.0,female,10.7,140.0,2005
"41,507,085,000",0.698,25-34 years,Ecuador,Ecuador2005,3397.0,Generation X,1081983.0,female,4.07,44.0,2005
"41,507,085,000",0.698,35-54 years,Ecuador,Ecuador2005,3397.0,Boomers,1474429.0,female,2.37,35.0,2005
"41,507,085,000",0.698,5-14 years,Ecuador,Ecuador2005,3397.0,Millenials,1513146.0,male,2.25,34.0,2005
"41,507,085,000",0.698,55-74 years,Ecuador,Ecuador2005,3397.0,Silent,622240.0,female,2.09,13.0,2005
"41,507,085,000",0.698,5-14 years,Ecuador,Ecuador2005,3397.0,Millenials,1458992.0,female,1.78,26.0,2005
"41,507,085,000",0.698,75+ years,Ecuador,Ecuador2005,3397.0,Silent,167635.0,female,1.19,2.0,2005
"46,802,044,000",,75+ years,Ecuador,Ecuador2006,3759.0,Silent,140891.0,male,16.32,23.0,2006
"46,802,044,000",,25-34 years,Ecuador,Ecuador2006,3759.0,Generation X,1105682.0,male,13.93,154.0,2006
"46,802,044,000",,55-74 years,Ecuador,Ecuador2006,3759.0,Silent,601278.0,male,12.31,74.0,2006
"46,802,044,000",,15-24 years,Ecuador,Ecuador2006,3759.0,Millenials,1327824.0,female,11.52,153.0,2006
"46,802,044,000",,15-24 years,Ecuador,Ecuador2006,3759.0,Millenials,1363891.0,male,11.44,156.0,2006
"46,802,044,000",,35-54 years,Ecuador,Ecuador2006,3759.0,Boomers,1486091.0,male,11.17,166.0,2006
"46,802,044,000",,25-34 years,Ecuador,Ecuador2006,3759.0,Generation X,1100246.0,female,4.45,49.0,2006
"46,802,044,000",,35-54 years,Ecuador,Ecuador2006,3759.0,Boomers,1516824.0,female,3.03,46.0,2006
"46,802,044,000",,55-74 years,Ecuador,Ecuador2006,3759.0,Silent,646356.0,female,2.78,18.0,2006
"46,802,044,000",,75+ years,Ecuador,Ecuador2006,3759.0,Silent,173865.0,female,2.3,4.0,2006
"46,802,044,000",,5-14 years,Ecuador,Ecuador2006,3759.0,Millenials,1465783.0,female,1.91,28.0,2006
"46,802,044,000",,5-14 years,Ecuador,Ecuador2006,3759.0,Millenials,1520643.0,male,1.91,29.0,2006
"51,007,777,000",,15-24 years,Ecuador,Ecuador2007,4024.0,Millenials,1383302.0,male,16.99,235.0,2007
"51,007,777,000",,55-74 years,Ecuador,Ecuador2007,4024.0,Silent,626501.0,male,14.68,92.0,2007
"51,007,777,000",,25-34 years,Ecuador,Ecuador2007,4024.0,Generation X,1123771.0,male,13.97,157.0,2007
"51,007,777,000",,75+ years,Ecuador,Ecuador2007,4024.0,Silent,145654.0,male,12.36,18.0,2007
"51,007,777,000",,35-54 years,Ecuador,Ecuador2007,4024.0,Boomers,1525177.0,male,12.06,184.0,2007
"51,007,777,000",,15-24 years,Ecuador,Ecuador2007,4024.0,Millenials,1346416.0,female,10.03,135.0,2007
"51,007,777,000",,25-34 years,Ecuador,Ecuador2007,4024.0,Generation X,1118153.0,female,4.74,53.0,2007
"51,007,777,000",,5-14 years,Ecuador,Ecuador2007,4024.0,Generation Z,1526432.0,male,2.95,45.0,2007
"51,007,777,000",,55-74 years,Ecuador,Ecuador2007,4024.0,Silent,673563.0,female,2.82,19.0,2007
"51,007,777,000",,35-54 years,Ecuador,Ecuador2007,4024.0,Boomers,1557413.0,female,2.7,42.0,2007
"51,007,777,000",,5-14 years,Ecuador,Ecuador2007,4024.0,Generation Z,1470813.0,female,1.56,23.0,2007
"51,007,777,000",,75+ years,Ecuador,Ecuador2007,4024.0,Silent,180159.0,female,1.11,2.0,2007
"61,762,635,000",,75+ years,Ecuador,Ecuador2008,4787.0,Silent,150423.0,male,20.61,31.0,2008
"61,762,635,000",,15-24 years,Ecuador,Ecuador2008,4787.0,Millenials,1401816.0,male,14.91,209.0,2008
"61,762,635,000",,25-34 years,Ecuador,Ecuador2008,4787.0,Generation X,1142009.0,male,14.89,170.0,2008
"61,762,635,000",,55-74 years,Ecuador,Ecuador2008,4787.0,Silent,654092.0,male,12.38,81.0,2008
"61,762,635,000",,35-54 years,Ecuador,Ecuador2008,4787.0,Boomers,1563128.0,male,10.11,158.0,2008
"61,762,635,000",,15-24 years,Ecuador,Ecuador2008,4787.0,Millenials,1363932.0,female,7.84,107.0,2008
"61,762,635,000",,25-34 years,Ecuador,Ecuador2008,4787.0,Generation X,1136196.0,female,4.22,48.0,2008
"61,762,635,000",,55-74 years,Ecuador,Ecuador2008,4787.0,Silent,703291.0,female,3.41,24.0,2008
"61,762,635,000",,35-54 years,Ecuador,Ecuador2008,4787.0,Boomers,1596786.0,female,3.32,53.0,2008
"61,762,635,000",,5-14 years,Ecuador,Ecuador2008,4787.0,Generation Z,1530626.0,male,1.57,24.0,2008
"61,762,635,000",,5-14 years,Ecuador,Ecuador2008,4787.0,Generation Z,1474229.0,female,1.49,22.0,2008
"61,762,635,000",,75+ years,Ecuador,Ecuador2008,4787.0,Silent,186655.0,female,0.54,1.0,2008
"62,519,686,000",,25-34 years,Ecuador,Ecuador2009,4762.0,Generation X,1161180.0,male,15.42,179.0,2009
"62,519,686,000",,55-74 years,Ecuador,Ecuador2009,4762.0,Silent,683190.0,male,15.08,103.0,2009
"62,519,686,000",,15-24 years,Ecuador,Ecuador2009,4762.0,Millenials,1419517.0,male,15.08,214.0,2009
"62,519,686,000",,75+ years,Ecuador,Ecuador2009,4762.0,Silent,155307.0,male,12.88,20.0,2009
"62,519,686,000",,35-54 years,Ecuador,Ecuador2009,4762.0,Boomers,1600987.0,male,11.24,180.0,2009
"62,519,686,000",,15-24 years,Ecuador,Ecuador2009,4762.0,Millenials,1380435.0,female,7.24,100.0,2009
"62,519,686,000",,75+ years,Ecuador,Ecuador2009,4762.0,Silent,193481.0,female,4.65,9.0,2009
"62,519,686,000",,25-34 years,Ecuador,Ecuador2009,4762.0,Generation X,1155088.0,female,4.16,48.0,2009
"62,519,686,000",,35-54 years,Ecuador,Ecuador2009,4762.0,Boomers,1636049.0,female,2.93,48.0,2009
"62,519,686,000",,55-74 years,Ecuador,Ecuador2009,4762.0,Silent,734615.0,female,2.72,20.0,2009
"62,519,686,000",,5-14 years,Ecuador,Ecuador2009,4762.0,Generation Z,1533769.0,male,1.5,23.0,2009
"62,519,686,000",,5-14 years,Ecuador,Ecuador2009,4762.0,Generation Z,1476543.0,female,1.35,20.0,2009
"69,555,367,000",0.7170000000000001,15-24 years,Ecuador,Ecuador2010,5206.0,Millenials,1436267.0,male,14.9,214.0,2010
"69,555,367,000",0.7170000000000001,25-34 years,Ecuador,Ecuador2010,5206.0,Generation X,1181648.0,male,14.47,171.0,2010
"69,555,367,000",0.7170000000000001,35-54 years,Ecuador,Ecuador2010,5206.0,Generation X,1639225.0,male,10.07,165.0,2010
"69,555,367,000",0.7170000000000001,55-74 years,Ecuador,Ecuador2010,5206.0,Silent,713198.0,male,9.53,68.0,2010
"69,555,367,000",0.7170000000000001,75+ years,Ecuador,Ecuador2010,5206.0,Silent,160404.0,male,8.73,14.0,2010
"69,555,367,000",0.7170000000000001,15-24 years,Ecuador,Ecuador2010,5206.0,Millenials,1395797.0,female,8.1,113.0,2010
"69,555,367,000",0.7170000000000001,25-34 years,Ecuador,Ecuador2010,5206.0,Generation X,1175139.0,female,5.11,60.0,2010
"69,555,367,000",0.7170000000000001,75+ years,Ecuador,Ecuador2010,5206.0,Silent,200768.0,female,2.99,6.0,2010
"69,555,367,000",0.7170000000000001,55-74 years,Ecuador,Ecuador2010,5206.0,Silent,766861.0,female,2.35,18.0,2010
"69,555,367,000",0.7170000000000001,35-54 years,Ecuador,Ecuador2010,5206.0,Generation X,1675740.0,female,2.33,39.0,2010
"69,555,367,000",0.7170000000000001,5-14 years,Ecuador,Ecuador2010,5206.0,Generation Z,1536680.0,male,1.69,26.0,2010
"69,555,367,000",0.7170000000000001,5-14 years,Ecuador,Ecuador2010,5206.0,Generation Z,1478558.0,female,1.22,18.0,2010
"79,276,664,000",0.723,15-24 years,Ecuador,Ecuador2011,5836.0,Millenials,1449571.0,male,13.8,200.0,2011
"79,276,664,000",0.723,25-34 years,Ecuador,Ecuador2011,5836.0,Millenials,1202963.0,male,13.38,161.0,2011
"79,276,664,000",0.723,55-74 years,Ecuador,Ecuador2011,5836.0,Boomers,741610.0,male,11.19,83.0,2011
"79,276,664,000",0.723,75+ years,Ecuador,Ecuador2011,5836.0,Silent,166244.0,male,10.83,18.0,2011
"79,276,664,000",0.723,35-54 years,Ecuador,Ecuador2011,5836.0,Generation X,1677115.0,male,9.54,160.0,2011
"79,276,664,000",0.723,15-24 years,Ecuador,Ecuador2011,5836.0,Millenials,1408696.0,female,8.52,120.0,2011
"79,276,664,000",0.723,25-34 years,Ecuador,Ecuador2011,5836.0,Millenials,1195816.0,female,4.26,51.0,2011
"79,276,664,000",0.723,35-54 years,Ecuador,Ecuador2011,5836.0,Generation X,1715068.0,female,2.62,45.0,2011
"79,276,664,000",0.723,5-14 years,Ecuador,Ecuador2011,5836.0,Generation Z,1480934.0,female,2.16,32.0,2011
"79,276,664,000",0.723,5-14 years,Ecuador,Ecuador2011,5836.0,Generation Z,1539867.0,male,2.08,32.0,2011
"79,276,664,000",0.723,75+ years,Ecuador,Ecuador2011,5836.0,Silent,208097.0,female,1.92,4.0,2011
"79,276,664,000",0.723,55-74 years,Ecuador,Ecuador2011,5836.0,Boomers,797572.0,female,1.5,12.0,2011
"87,924,544,000",0.727,15-24 years,Ecuador,Ecuador2012,6364.0,Millenials,1462193.0,male,16.41,240.0,2012
"87,924,544,000",0.727,25-34 years,Ecuador,Ecuador2012,6364.0,Millenials,1225594.0,male,13.38,164.0,2012
"87,924,544,000",0.727,55-74 years,Ecuador,Ecuador2012,6364.0,Boomers,771426.0,male,11.28,87.0,2012
"87,924,544,000",0.727,75+ years,Ecuador,Ecuador2012,6364.0,Silent,172083.0,male,11.04,19.0,2012
"87,924,544,000",0.727,35-54 years,Ecuador,Ecuador2012,6364.0,Generation X,1715827.0,male,9.44,162.0,2012
"87,924,544,000",0.727,15-24 years,Ecuador,Ecuador2012,6364.0,Millenials,1420727.0,female,8.31,118.0,2012
"87,924,544,000",0.727,25-34 years,Ecuador,Ecuador2012,6364.0,Millenials,1217762.0,female,4.52,55.0,2012
"87,924,544,000",0.727,35-54 years,Ecuador,Ecuador2012,6364.0,Generation X,1755189.0,female,2.73,48.0,2012
"87,924,544,000",0.727,5-14 years,Ecuador,Ecuador2012,6364.0,Generation Z,1544899.0,male,2.52,39.0,2012
"87,924,544,000",0.727,75+ years,Ecuador,Ecuador2012,6364.0,Silent,215613.0,female,1.86,4.0,2012
"87,924,544,000",0.727,5-14 years,Ecuador,Ecuador2012,6364.0,Generation Z,1484824.0,female,1.82,27.0,2012
"87,924,544,000",0.727,55-74 years,Ecuador,Ecuador2012,6364.0,Boomers,829724.0,female,1.57,13.0,2012
"95,129,659,000",0.73,75+ years,Ecuador,Ecuador2013,6769.0,Silent,178094.0,male,12.91,23.0,2013
"95,129,659,000",0.73,15-24 years,Ecuador,Ecuador2013,6769.0,Millenials,1473845.0,male,10.58,156.0,2013
"95,129,659,000",0.73,25-34 years,Ecuador,Ecuador2013,6769.0,Millenials,1248815.0,male,8.89,111.0,2013
"95,129,659,000",0.73,55-74 years,Ecuador,Ecuador2013,6769.0,Boomers,802441.0,male,8.1,65.0,2013
"95,129,659,000",0.73,15-24 years,Ecuador,Ecuador2013,6769.0,Millenials,1431562.0,female,6.22,89.0,2013
"95,129,659,000",0.73,35-54 years,Ecuador,Ecuador2013,6769.0,Generation X,1755019.0,male,6.04,106.0,2013
"95,129,659,000",0.73,25-34 years,Ecuador,Ecuador2013,6769.0,Millenials,1240273.0,female,2.42,30.0,2013
"95,129,659,000",0.73,5-14 years,Ecuador,Ecuador2013,6769.0,Generation Z,1551821.0,male,1.87,29.0,2013
"95,129,659,000",0.73,35-54 years,Ecuador,Ecuador2013,6769.0,Generation X,1795728.0,female,1.78,32.0,2013
"95,129,659,000",0.73,55-74 years,Ecuador,Ecuador2013,6769.0,Boomers,863112.0,female,1.39,12.0,2013
"95,129,659,000",0.73,75+ years,Ecuador,Ecuador2013,6769.0,Silent,223521.0,female,1.34,3.0,2013
"95,129,659,000",0.73,5-14 years,Ecuador,Ecuador2013,6769.0,Generation Z,1490382.0,female,1.34,20.0,2013
"101,726,331,000",0.732,75+ years,Ecuador,Ecuador2014,7116.0,Silent,184452.0,male,13.55,25.0,2014
"101,726,331,000",0.732,15-24 years,Ecuador,Ecuador2014,7116.0,Millenials,1484064.0,male,11.05,164.0,2014
"101,726,331,000",0.732,25-34 years,Ecuador,Ecuador2014,7116.0,Millenials,1271545.0,male,9.67,123.0,2014
"101,726,331,000",0.732,55-74 years,Ecuador,Ecuador2014,7116.0,Boomers,834436.0,male,8.87,74.0,2014
"101,726,331,000",0.732,35-54 years,Ecuador,Ecuador2014,7116.0,Generation X,1794205.0,male,8.53,153.0,2014
"101,726,331,000",0.732,15-24 years,Ecuador,Ecuador2014,7116.0,Millenials,1440731.0,female,5.34,77.0,2014
"101,726,331,000",0.732,25-34 years,Ecuador,Ecuador2014,7116.0,Millenials,1262288.0,female,2.61,33.0,2014
"101,726,331,000",0.732,5-14 years,Ecuador,Ecuador2014,7116.0,Generation Z,1560323.0,male,1.79,28.0,2014
"101,726,331,000",0.732,55-74 years,Ecuador,Ecuador2014,7116.0,Boomers,897482.0,female,1.78,16.0,2014
"101,726,331,000",0.732,5-14 years,Ecuador,Ecuador2014,7116.0,Generation Z,1497410.0,female,1.2,18.0,2014
"101,726,331,000",0.732,35-54 years,Ecuador,Ecuador2014,7116.0,Generation X,1836144.0,female,1.2,22.0,2014
"101,726,331,000",0.732,75+ years,Ecuador,Ecuador2014,7116.0,Silent,232065.0,female,0.43,1.0,2014
"99,290,381,000",,75+ years,Ecuador,Ecuador2015,6832.0,Silent,191306.0,male,20.91,40.0,2015
"99,290,381,000",,15-24 years,Ecuador,Ecuador2015,6832.0,Millenials,1492713.0,male,15.68,234.0,2015
"99,290,381,000",,25-34 years,Ecuador,Ecuador2015,6832.0,Millenials,1293193.0,male,14.31,185.0,2015
"99,290,381,000",,55-74 years,Ecuador,Ecuador2015,6832.0,Boomers,867314.0,male,12.45,108.0,2015
"99,290,381,000",,35-54 years,Ecuador,Ecuador2015,6832.0,Generation X,1833181.0,male,11.18,205.0,2015
"99,290,381,000",,15-24 years,Ecuador,Ecuador2015,6832.0,Millenials,1448112.0,female,7.6,110.0,2015
"99,290,381,000",,25-34 years,Ecuador,Ecuador2015,6832.0,Millenials,1283175.0,female,4.36,56.0,2015
"99,290,381,000",,35-54 years,Ecuador,Ecuador2015,6832.0,Generation X,1876229.0,female,2.45,46.0,2015
"99,290,381,000",,55-74 years,Ecuador,Ecuador2015,6832.0,Boomers,932718.0,female,2.36,22.0,2015
"99,290,381,000",,5-14 years,Ecuador,Ecuador2015,6832.0,Generation Z,1569519.0,male,2.23,35.0,2015
"99,290,381,000",,75+ years,Ecuador,Ecuador2015,6832.0,Silent,241437.0,female,2.07,5.0,2015
"99,290,381,000",,5-14 years,Ecuador,Ecuador2015,6832.0,Generation Z,1505127.0,female,1.79,27.0,2015
"4,817,542,204",0.522,75+ years,El Salvador,El Salvador1990,1068.0,G.I. Generation,29955.0,male,43.4,13.0,1990
"4,817,542,204",0.522,25-34 years,El Salvador,El Salvador1990,1068.0,Boomers,339719.0,male,35.03,119.0,1990
"4,817,542,204",0.522,15-24 years,El Salvador,El Salvador1990,1068.0,Generation X,504932.0,male,25.15,127.0,1990
"4,817,542,204",0.522,15-24 years,El Salvador,El Salvador1990,1068.0,Generation X,528567.0,female,21.19,112.0,1990
"4,817,542,204",0.522,35-54 years,El Salvador,El Salvador1990,1068.0,Silent,427335.0,male,18.95,81.0,1990
"4,817,542,204",0.522,55-74 years,El Salvador,El Salvador1990,1068.0,G.I. Generation,201577.0,male,16.87,34.0,1990
"4,817,542,204",0.522,25-34 years,El Salvador,El Salvador1990,1068.0,Boomers,383005.0,female,11.23,43.0,1990
"4,817,542,204",0.522,35-54 years,El Salvador,El Salvador1990,1068.0,Silent,477092.0,female,5.03,24.0,1990
"4,817,542,204",0.522,55-74 years,El Salvador,El Salvador1990,1068.0,G.I. Generation,221802.0,female,4.06,9.0,1990
"4,817,542,204",0.522,75+ years,El Salvador,El Salvador1990,1068.0,G.I. Generation,42375.0,female,2.36,1.0,1990
"4,817,542,204",0.522,5-14 years,El Salvador,El Salvador1990,1068.0,Generation X,671315.0,female,1.04,7.0,1990
"4,817,542,204",0.522,5-14 years,El Salvador,El Salvador1990,1068.0,Generation X,682878.0,male,0.15,1.0,1990
"5,252,342,400",,75+ years,El Salvador,El Salvador1991,1148.0,G.I. Generation,31546.0,male,57.06,18.0,1991
"5,252,342,400",,25-34 years,El Salvador,El Salvador1991,1148.0,Boomers,347533.0,male,25.32,88.0,1991
"5,252,342,400",,15-24 years,El Salvador,El Salvador1991,1148.0,Generation X,513452.0,male,19.09,98.0,1991
"5,252,342,400",,55-74 years,El Salvador,El Salvador1991,1148.0,Silent,207938.0,male,18.76,39.0,1991
"5,252,342,400",,15-24 years,El Salvador,El Salvador1991,1148.0,Generation X,536557.0,female,18.08,97.0,1991
"5,252,342,400",,35-54 years,El Salvador,El Salvador1991,1148.0,Boomers,434946.0,male,17.47,76.0,1991
"5,252,342,400",,25-34 years,El Salvador,El Salvador1991,1148.0,Boomers,392748.0,female,7.13,28.0,1991
"5,252,342,400",,35-54 years,El Salvador,El Salvador1991,1148.0,Boomers,490048.0,female,3.47,17.0,1991
"5,252,342,400",,75+ years,El Salvador,El Salvador1991,1148.0,G.I. Generation,44305.0,female,2.26,1.0,1991
"5,252,342,400",,55-74 years,El Salvador,El Salvador1991,1148.0,Silent,228668.0,female,1.31,3.0,1991
"5,252,342,400",,5-14 years,El Salvador,El Salvador1991,1148.0,Millenials,668713.0,female,1.2,8.0,1991
"5,252,342,400",,5-14 years,El Salvador,El Salvador1991,1148.0,Millenials,680531.0,male,0.15,1.0,1991
"5,813,399,300",,25-34 years,El Salvador,El Salvador1992,1266.0,Boomers,327300.0,male,22.0,72.0,1992
"5,813,399,300",,55-74 years,El Salvador,El Salvador1992,1266.0,Silent,198300.0,male,18.15,36.0,1992
"5,813,399,300",,35-54 years,El Salvador,El Salvador1992,1266.0,Boomers,415900.0,male,17.07,71.0,1992
"5,813,399,300",,15-24 years,El Salvador,El Salvador1992,1266.0,Generation X,582300.0,female,14.94,87.0,1992
"5,813,399,300",,15-24 years,El Salvador,El Salvador1992,1266.0,Generation X,568700.0,male,14.59,83.0,1992
"5,813,399,300",,75+ years,El Salvador,El Salvador1992,1266.0,G.I. Generation,28500.0,male,14.04,4.0,1992
"5,813,399,300",,25-34 years,El Salvador,El Salvador1992,1266.0,Boomers,378700.0,female,8.98,34.0,1992
"5,813,399,300",,75+ years,El Salvador,El Salvador1992,1266.0,G.I. Generation,42600.0,female,4.69,2.0,1992
"5,813,399,300",,35-54 years,El Salvador,El Salvador1992,1266.0,Boomers,453500.0,female,3.53,16.0,1992
"5,813,399,300",,5-14 years,El Salvador,El Salvador1992,1266.0,Millenials,673800.0,female,0.89,6.0,1992
"5,813,399,300",,55-74 years,El Salvador,El Salvador1992,1266.0,Silent,227500.0,female,0.88,2.0,1992
"5,813,399,300",,5-14 years,El Salvador,El Salvador1992,1266.0,Millenials,694500.0,male,0.86,6.0,1992
"6,680,269,200",,25-34 years,El Salvador,El Salvador1993,1423.0,Boomers,339200.0,male,24.47,83.0,1993
"6,680,269,200",,75+ years,El Salvador,El Salvador1993,1423.0,G.I. Generation,30100.0,male,19.93,6.0,1993
"6,680,269,200",,15-24 years,El Salvador,El Salvador1993,1423.0,Generation X,594200.0,male,19.02,113.0,1993
"6,680,269,200",,15-24 years,El Salvador,El Salvador1993,1423.0,Generation X,602300.0,female,13.45,81.0,1993
"6,680,269,200",,55-74 years,El Salvador,El Salvador1993,1423.0,Silent,202600.0,male,11.35,23.0,1993
"6,680,269,200",,35-54 years,El Salvador,El Salvador1993,1423.0,Boomers,425700.0,male,10.1,43.0,1993
"6,680,269,200",,75+ years,El Salvador,El Salvador1993,1423.0,G.I. Generation,45400.0,female,8.81,4.0,1993
"6,680,269,200",,25-34 years,El Salvador,El Salvador1993,1423.0,Boomers,392000.0,female,7.4,29.0,1993
"6,680,269,200",,35-54 years,El Salvador,El Salvador1993,1423.0,Boomers,468000.0,female,4.06,19.0,1993
"6,680,269,200",,55-74 years,El Salvador,El Salvador1993,1423.0,Silent,233000.0,female,2.58,6.0,1993
"6,680,269,200",,5-14 years,El Salvador,El Salvador1993,1423.0,Millenials,670500.0,female,1.94,13.0,1993
"6,680,269,200",,5-14 years,El Salvador,El Salvador1993,1423.0,Millenials,691300.0,male,0.58,4.0,1993
